number,Ingredient,Category,Source,Safety,Evidence
3265,Coprinus sp. 22,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3266,Coprinus sp. 23,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3267,Coprinus sp. 24,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3268,Coprinus sp. 25,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3269,Coprinus sp. 26,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3270,Coprinus sp. 27,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3271,Coprinus sp. 28,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3272,Coprinus sp. 29,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3273,Coprinus sp. 3,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3274,Coprinus sp. 30,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3275,Coprinus sp. 4,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3276,Coprinus sp. 5,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3277,Coprinus sp. 6,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3278,Coprinus sp. 7,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3279,Coprinus sp. 8,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3280,Coprinus sp. 9,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3281,Cortinarius sp. 1,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3282,Cortinarius sp. 10,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3283,Cortinarius sp. 11,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3284,Cortinarius sp. 12,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3285,Cortinarius sp. 13,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3286,Cortinarius sp. 14,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3287,Cortinarius sp. 15,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3288,Cortinarius sp. 16,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3289,Cortinarius sp. 17,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3290,Cortinarius sp. 18,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3291,Cortinarius sp. 19,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3292,Cortinarius sp. 2,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3293,Cortinarius sp. 20,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3294,Cortinarius sp. 21,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3295,Cortinarius sp. 22,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3296,Cortinarius sp. 23,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3297,Cortinarius sp. 24,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3298,Cortinarius sp. 25,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3299,Cortinarius sp. 26,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3300,Cortinarius sp. 27,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3301,Cortinarius sp. 28,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3302,Cortinarius sp. 29,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3303,Cortinarius sp. 3,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3304,Cortinarius sp. 30,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3305,Cortinarius sp. 4,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3306,Cortinarius sp. 5,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3307,Cortinarius sp. 6,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3308,Cortinarius sp. 7,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3309,Cortinarius sp. 8,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3310,Cortinarius sp. 9,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3311,Hypholoma sp. 1,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3312,Hypholoma sp. 10,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3313,Hypholoma sp. 11,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3314,Hypholoma sp. 12,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3315,Hypholoma sp. 13,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3316,Hypholoma sp. 14,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3317,Hypholoma sp. 15,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3318,Hypholoma sp. 16,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3319,Hypholoma sp. 17,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3320,Hypholoma sp. 18,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3321,Hypholoma sp. 19,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3322,Hypholoma sp. 2,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3323,Hypholoma sp. 20,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3324,Hypholoma sp. 21,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3325,Hypholoma sp. 22,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3326,Hypholoma sp. 23,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3327,Hypholoma sp. 24,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3328,Hypholoma sp. 25,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3329,Hypholoma sp. 26,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3330,Hypholoma sp. 27,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3331,Hypholoma sp. 28,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3332,Hypholoma sp. 29,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3333,Hypholoma sp. 3,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3334,Hypholoma sp. 30,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3335,Hypholoma sp. 4,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3336,Hypholoma sp. 5,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3337,Hypholoma sp. 6,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3338,Hypholoma sp. 7,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3339,Hypholoma sp. 8,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3340,Hypholoma sp. 9,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3341,Lactarius sp. 1,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3342,Lactarius sp. 10,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3343,Lactarius sp. 11,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3344,Lactarius sp. 12,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3345,Lactarius sp. 13,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3346,Lactarius sp. 14,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3347,Lactarius sp. 15,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3348,Lactarius sp. 16,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3349,Lactarius sp. 17,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3350,Lactarius sp. 18,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3351,Lactarius sp. 19,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3352,Lactarius sp. 2,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3353,Lactarius sp. 20,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3354,Lactarius sp. 21,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3355,Lactarius sp. 22,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3356,Lactarius sp. 23,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3357,Lactarius sp. 24,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3358,Lactarius sp. 25,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3359,Lactarius sp. 26,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3360,Lactarius sp. 27,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3361,Lactarius sp. 28,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3362,Lactarius sp. 29,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3363,Lactarius sp. 3,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3364,Lactarius sp. 30,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3365,Lactarius sp. 4,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3366,Lactarius sp. 5,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3367,Lactarius sp. 6,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3368,Lactarius sp. 7,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3369,Lactarius sp. 8,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3370,Lactarius sp. 9,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3371,Lepista sp. 1,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3372,Lepista sp. 10,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3373,Lepista sp. 11,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3374,Lepista sp. 12,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3375,Lepista sp. 13,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3376,Lepista sp. 14,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3377,Lepista sp. 15,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3378,Lepista sp. 16,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3379,Lepista sp. 17,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3380,Lepista sp. 18,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3381,Lepista sp. 19,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3382,Lepista sp. 2,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3383,Lepista sp. 20,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3384,Lepista sp. 21,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3385,Lepista sp. 22,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3386,Lepista sp. 23,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3387,Lepista sp. 24,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3388,Lepista sp. 25,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3389,Lepista sp. 26,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3390,Lepista sp. 27,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3391,Lepista sp. 28,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3392,Lepista sp. 29,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3393,Lepista sp. 3,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3394,Lepista sp. 30,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3395,Lepista sp. 4,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3396,Lepista sp. 5,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3397,Lepista sp. 6,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3398,Lepista sp. 7,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3399,Lepista sp. 8,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3400,Lepista sp. 9,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3401,Marasmius sp. 1,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3402,Marasmius sp. 10,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3403,Marasmius sp. 11,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3404,Marasmius sp. 12,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3405,Marasmius sp. 13,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3406,Marasmius sp. 14,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3407,Marasmius sp. 15,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3408,Marasmius sp. 16,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3409,Marasmius sp. 17,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3410,Marasmius sp. 18,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3411,Marasmius sp. 19,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3412,Marasmius sp. 2,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3413,Marasmius sp. 20,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3414,Marasmius sp. 21,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3415,Marasmius sp. 22,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3416,Marasmius sp. 23,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3417,Marasmius sp. 24,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3418,Marasmius sp. 25,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3419,Marasmius sp. 26,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3420,Marasmius sp. 27,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3421,Marasmius sp. 28,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3422,Marasmius sp. 29,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3423,Marasmius sp. 3,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3424,Marasmius sp. 30,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3425,Marasmius sp. 4,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3426,Marasmius sp. 5,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3427,Marasmius sp. 6,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3428,Marasmius sp. 7,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
3429,Marasmius sp. 8,Mushroom / Fungi (Genera sp.),Vegan / Microbial,General Dietary Use,Mixed / Limited Evidence
